fold,mse
1,1.498410813247621
2,0.9224449553817833
3,2.0755078516885064
4,0.5907032337034447
5,1.5894201642816785
6,0.8496443882356604
7,1.9411214794517158
8,1.5831738168818916
9,0.8630294315257571
10,0.496376103796936
